gridcode,Lp,Lp_lower_CI,Lp_higer_CI,gamma,gamma_low,gamma_high,R2
1076,0.2742177644709339,0.27267842708820195,0.2757657917951591,2.115558463892227,2.0887901678422582,2.1423267599421956,0.7680609236203411
1077,0.2826237303204206,0.28107681248608296,0.28417916168088314,2.112799253697409,2.085123516508381,2.1404749908864376,0.7257050470526749
1078,0.28466869409829887,0.28301628506684134,0.2863307508276145,2.0521369806022602,2.0270383821414035,2.077235579063117,0.7484688790947931
1079,0.2378146759354617,0.23648401285879467,0.2391528264705924,2.4113702272832924,2.3794822881399287,2.443258166426656,0.7380029552656171
108,0.2841031801597071,0.2811031622180228,0.287135215199952,4.999999999999991,4.6712669962394795,5.0,0.6904102434553598
1080,0.3266144568357696,0.3230642560705269,0.3302036712809125,0.7604480386164075,0.7280879945403722,0.7928080826924429,0.6727856474332127
1081,0.2515372255226234,0.2501430607131884,0.2529391606676029,2.5821797948794876,2.5436283857499133,2.620731204009062,0.6900116549723906
1082,0.25942744370881693,0.2579751676212642,0.2608878954120846,2.546297999465841,2.509943983248969,2.5826520156827124,0.6665556423169241
1083,0.24228598301705645,0.24046330467266627,0.24412247700933365,1.7659535252381515,1.738389101832974,1.793517948643329,0.7107497416120172
1084,0.24354858058561,0.24213794849664083,0.24496743064661858,2.4562001916923912,2.4170765918003285,2.495323791584454,0.6522485330337839
1085,0.24861542419294463,0.2471791619888777,0.25006003195940535,2.507252787034602,2.4664092544655407,2.5480963196036637,0.644539493244068
1086,0.24349640682270068,0.2420252632963012,0.24497649265225396,2.4773884643127335,2.4358032030369787,2.5189737255884883,0.6332689781990127
1087,0.24778881401624828,0.24633359520391163,0.24925262955202424,2.3804348776500763,2.343969199017793,2.41690055628236,0.644860679268852
1088,0.25390497033268883,0.2525070614167227,0.2553106182375227,2.1917901756273745,2.1580907120211075,2.2254896392336416,0.7334570573610993
1089,0.3032725533569759,0.2983805439735099,0.3082447682239805,1.2068046856182275,1.1784708358210452,1.2351385354154099,0.6463385633623109
109,0.6791806330532996,0.36107357315591776,1.0,0.500000000000027,0.5,0.7666427513830159,0.6738450635535671
1090,0.3318973807358083,0.3281158965292665,0.33572244595429007,1.3150449614639796,1.2929188346786447,1.3371710882493146,0.644022950078
1091,0.29221002512150873,0.2894989666423461,0.29494647173301153,1.7684658985704125,1.7360913621690803,1.8008404349717446,0.6173898758750704
1092,0.29463541429842777,0.2925750901897747,0.29671024728215273,1.7484155111922468,1.7264906871236614,1.7703403352608322,0.7741002937976674
1093,0.26278561695076363,0.26116086761671736,0.2644204742708285,2.3567380189624894,2.321653184846187,2.3918228530787915,0.633087562608984
1094,0.32186796187746947,0.3175550773357549,0.32623942199991857,0.6601400405329083,0.6315181099174435,0.6887619711483731,0.6409100171408811
1095,0.2982654474045617,0.2946221566077314,0.3019537910513985,0.800434363620498,0.768320019960836,0.8325487072801601,0.6755792487686183
1096,0.28042070261200597,0.27738238944631644,0.2834922959975077,0.8726677681051491,0.8430112154687711,0.9023243207415271,0.6717065361819645
1097,0.3128788973274466,0.30884728674704437,0.31696313548325417,0.9258751613851635,0.8948379002014235,0.9569124225689034,0.7201946959617115
1098,0.3182322548779587,0.3142041118091042,0.3223120393352398,0.796416980616935,0.7663907706017227,0.8264431906321473,0.7241462749288821
1099,0.3216785986418997,0.3182530783072225,0.325140989600502,0.9487339973840861,0.909860537116121,0.9876074576520513,0.7153902284215188
11,0.49594212384760816,0.38191032849255757,0.6440218340711082,0.5000000000000001,0.5,0.6773184755918573,0.7736292300645504
110,0.5758472878422116,0.3326878137476472,0.9967305239703147,0.5000000000000001,0.5,0.7374826178672953,0.6068301861878891
1100,0.3379460081508964,0.3342806450881024,0.34165156165420657,0.9675073858805212,0.9239342122725701,1.0110805594884722,0.6895684045375978
1101,0.32286024448140876,0.3197465411318501,0.3260042691864846,1.059640469795464,1.00881271770813,1.110468221882798,0.6349915007460147
1102,0.31919222784143436,0.3159332580328095,0.322484815143449,0.9939989039884642,0.956933793520692,1.0310640144562366,0.7346807707691692
1103,0.309606999541532,0.30602157323549906,0.3132344336108088,0.9521075365878015,0.9146331196947473,0.9895819534808556,0.7003793209926097
